编号,地址,lxfs,lxr,博物馆名字,性质,xzb,yzb
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
477FD1BE691B4DF6981BF9414CAEE97E,武汉市汉口解放大道2499号,,,武汉二七纪念馆,行业,114.3249001,30.6344141
680EE512D3934E5E9E8819E6A1D397CC,武汉市江汉区税务局大楼六楼,,,武汉税收博物馆,行业,114.2846895,30.60468337
F31CA5B7162F494DAF7C0B18B2D4D85C,武汉市东湖生态旅游风景区听涛景区屈原纪念馆,,,武汉蓝光艺术博物馆,民办,114.3024438,30.58651409
D8B4015616414CA783EFF6BE63204733,武汉市江汉路181号俊华大厦B座31楼,,,武汉大唐陶瓷博物馆,民办,114.2879397,30.58339612
9E5119C28F014572881385E878717E73,武汉市汉阳区江堤中路11号,,,武汉高龙博物馆,民办,114.2478906,30.52989411
5C5EA69FDAEE4BE8A37EF3BE72CBBF78,武汉市东湖新技术开发区流芳街红旗村晏家湾156号,,,武汉长庭陶瓷博物馆,民办,114.2933659,31.15066822
FCB93DA86B98460F848B6AAEBEFA44DF,武汉市武昌都府堤41号,,,武昌毛泽东旧居陈列馆,国有,114.298882,30.5513265
FCB93DA86B98460F848B6AAEBEFA44DF,武汉市武昌都府堤41号,,,武昌毛泽东旧居陈列馆,国有,114.298882,30.5513265
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
22C2C8308FFB44E49D95D0FABB247542,古田一路28号丰硕路28号,,,武汉~口民族工业博物馆,行业,114.1922505,30.60651219
6BD3CFF704ED4BA1B3BF95B1B3AA03E5,翠微路61号,,,武汉奇石文化博物馆,行业,114.2615362,30.5456267
886F92C8442A434A86E41F19AFECE272,武汉市武昌区东湖路181号,,,湖北佳和当代艺术博物馆,民办,114.3655909,30.56619703
B3438C38DCCD4E529C8201294F0F6CB0,武汉市洪山区张家湾长征新农村122号,,,武汉青菱文农艺术博物馆,民办,114.277923,30.48114257
FE8CB19A61624DBDB4B2BE1D15035B29,武汉市汉阳区江堤中路11号,,,武汉汉绣博物馆,民办,114.2463609,30.53062306
00CA42EC333C4BD79834DC9ABB2B0B3E,洪山区街道口,,,武汉益合当代艺术博物馆,民办,114.3541496,30.52739559
77901CFB00464E8DA93A6E3EC7806850,新洲区邾城街博物大道北端“新徐”公路路口,,,武汉市新洲区博物馆,国有,114.8186556,30.84460596
2514BD0D6003412EAD48D5D3BD7CAA0D,武昌区人行武汉分行办公大楼三楼,,,湖北钱币博物馆,行业,114.3355713,30.54297912
72BC4354358443E1A2E2C1106E607908,武汉市武昌区涂家沟210号,,,武汉禁毒教育基地,行业,114.304935,30.51853235
